Tutorial Group,Student ID,School,Name,Gender,CGPA
G-119,2804,MAE,Sabrina Tan,Female,3.82
G-119,3027,EEE,Seth Li,Male,4.18
G-119,1973,CoB (NBS),Shayla Wu,Female,4.25
G-119,4952,CoB (NBS),Shazwan Bin Rahman,Male,4.15
G-119,250,CCDS,Siti Aida,Female,4.15
G-119,1412,SoH,Siti Nur,Female,3.87
G-119,5498,EEE,Sophie Garcia,Female,4.19
G-119,1328,SSS,Sora Nishimura,Female,4.09
G-119,2674,NIE,Tania Lim,Female,4.12
G-119,4158,EEE,Truong Thi Hai,Female,4.03
G-12,5034,CoE,Aarav Sinha,Male,4.1
G-12,3101,SoH,Aarav Tan,Male,4.05
G-12,4781,MAE,Adrian Wong,Male,4.07
G-12,3581,CoB (NBS),Anaya Mehta,Female,4.02
G-12,5712,CCEB,Ashlyn Wang,Female,4.06
G-12,4210,SPMS,Ayaan Tan,Male,4.01
G-12,3634,MAE,Budi Santoso,Male,4.14
G-12,2846,SoH,Chloe Lee,Female,4.02
G-12,311,SBS,Diya Yadav,Female,4.27
G-12,931,SoH,Fabian Navarro,Male,4
G-12,2203,NIE,Farhan Bin Azhar,Male,3.87
G-12,4042,SSS,Fatima Zainal,Female,3.88
G-12,4951,EEE,Freya Li,Female,4.01
G-12,5022,CCEB,Hannah Robinson,Female,4.21
G-12,4348,CoB (NBS),Harper Martinez,Female,4.52
G-12,4118,EEE,Huang Wei,Male,4.19
G-12,1608,SBS,Ian Alonzo,Male,4.06
G-12,4825,EEE,Isabella Zhao,Female,4.14
G-12,4788,ASE,Jayden Smith,Male,4.03
G-12,2792,CEE,Jin-Ah Park,Female,4.2
G-12,3547,SPMS,Jin-Woo Seo,Male,4.2
G-12,1109,MAE,Jovian Tan,Male,3.9
G-12,4839,CoE,Kai Zhang,Female,4.11
G-12,3021,CoE,Keegan Li,Male,4.19
G-12,5656,SBS,Kendall Cooper,Female,4.25
G-12,3591,EEE,Kenshin Hayashi,Male,4.22
G-12,1371,MAE,Liam Torres,Male,4.12
G-12,1465,CEE,Liam Yip,Male,4.08
G-12,2343,CoB (NBS),Lily Nguyen,Female,4.25
G-12,145,CCDS,Malachi Liu,Male,4.04
G-12,4388,SSS,Meera Reddy,Female,4.07
G-12,897,SoH,Miriam Alvarado,Female,4.19
G-12,2988,CCDS,Nash Tan,Male,4.21
G-12,2781,CCDS,Nitesh Singh,Male,4.52
G-12,4355,SBS,Penny Lim,Female,4
G-12,3354,CEE,Rakesh Nair,Male,4.11
G-12,5988,SoH,Ranya Lim,Female,4
G-12,4426,CoB (NBS),Sadiya Iqbal,Female,4.05
G-12,2129,MAE,Scarlett Gonzalez,Female,4.27
G-12,3453,SoH,Siddharth Patel,Male,4
G-12,3055,SSS,Sienna Zhang,Female,4.27
G-12,742,SBS,Skye Huang,Female,4.19
G-12,3475,SBS,Sofia Ali,Female,4.2
G-12,4742,NIE,Sofia Nelson,Female,4.12
G-12,4629,SPMS,Stephen Evans,Male,3.95
G-12,1380,SSS,Tilly Ramos,Female,4.05
G-12,2791,CCDS,Vesper Salazar,Female,4.1
G-12,3066,CCDS,Yui Yamamoto,Female,4.25
G-12,406,EEE,Yuri Mikhailov,Male,4.19
G-12,216,CCDS,Zhonghua,Male,3.9
G-120,775,CCDS,Ashok Patil,Male,4.23
G-120,116,SoH,Ava Rodriguez,Female,4.04
G-120,1568,MAE,Briar Young,Female,4.1
G-120,4882,CoB (NBS),Charlotte Alexander,Female,4.14
G-120,3175,WKW SCI,Christopher Harris,Male,4.02
G-120,1475,CEE,Deng Li,Male,4.2
G-120,1856,CCDS,Derek Tan,Male,4.04
G-120,5006,CCDS,Dong-Il Kim,Male,4.1
G-120,2420,CEE,Faisal Bin Yusof,Male,4.57
G-120,3187,MAE,Fauzi Bin Zain,Male,4.52
G-120,3840,CCDS,Giselle Bautista,Female,4.04
G-120,5148,CoB (NBS),Isaac Wu,Male,4.1
G-120,4719,CoB (NBS),Jackson Moore,Male,4.11
G-120,3750,CoB (NBS),Janelle Huang,Female,4.12
G-120,350,EEE,Janet Ng,Female,4.15
G-120,2008,CoB (NBS),Jasmine Khan,Female,4.1
G-120,2769,WKW SCI,Jayden Clark,Male,4.2
G-120,1182,CCEB,Jessica Lee,Female,4.1
G-120,163,EEE,Jing Chen,Male,4.05
G-120,4070,MAE,John Walker,Male,4.26
G-120,641,CCEB,Joni Setiawan,Male,3.9
G-120,3859,CoE,Kai Wei,Male,4.01
G-120,3222,CCDS,Kang Lei,Female,4.04
G-120,440,CEE,Levi Parker,Male,4.04
G-120,2553,CoE,Lucas Gonzalez,Male,4.08
G-120,4218,CCDS,Marcus Chen,Male,4.1
G-120,2805,EEE,Nolan Foster,Male,4.14
G-120,2685,MAE,Oliver Wu,Male,4.08
G-120,1256,CoB (NBS),Omar Chen,Male,4.14
G-120,2004,CCEB,Rachel Yeo,Female,4.25
G-120,2703,MAE,Ravi Gupta,Male,4.03
G-120,822,CCEB,Riku Tanaka,Female,4.03
G-120,5220,CoB (NBS),Rishi Singh,Male,4.08
G-120,5563,MSE,Ruiwen,Male,4.15
G-120,2696,CCDS,Samantha Cooper,Female,4.03
G-120,3721,CoB (NBS),Samantha Lee,Female,4.52
G-120,4631,EEE,Samantha Patel,Female,4
G-120,5835,MAE,Samuel Cook,Male,4.02
G-120,390,ASE,Sneha Chakraborty,Female,4.2
G-120,4611,SBS,Sophia White,Female,4.02
G-120,5908,CCEB,Taro Suzuki,Male,4.16
G-120,1317,MAE,Tina Sun,Female,4
G-120,3229,EEE,Victor Andreyev,Male,4.08
G-120,92,CEE,Victoria Choi,Female,4.14
G-120,3174,CCEB,Yan Li,Female,4.18
G-120,2507,SSS,Yani Rahmadani,Female,4
G-120,1957,CCDS,Yani Santoso,Female,4.2
G-120,5205,CCEB,Yara Price,Female,4.2
G-120,2945,NIE,Yasir Shah,Male,3.95
G-120,1179,LKCMedicine,Yasmin Kaur,Female,4.04
G-13,3502,CoB (NBS),Aiko Watanabe,Female,4.01
G-13,1078,CoB (NBS),Alyssa Garcia,Female,4
G-13,4054,CEE,Anthony Morgan,Male,4.17
G-13,1239,MAE,Arnav Yadav,Male,4.01
G-13,2583,CoB (NBS),Boris Volkov,Male,4.12
G-13,5986,WKW SCI,Colton Roberts,Male,4.2
G-13,5189,SBS,Denny Saputra,Male,3.9
G-13,1855,SoH,Diya Mukherjee,Female,4.14
G-13,1524,CEE,Dustin Zhao,Male,4.08
G-13,1171,SSS,Eli Chen,Male,4.14
G-13,3074,CCEB,Emily Chua,Female,4.3
G-13,2853,SPMS,Evelyn Robinson,Female,3.94
G-13,4319,ASE,Fang Hong,Female,4.11
G-13,5394,SoH,Harish Rao,Male,4.21
G-13,2845,CEE,Hendrik Surya,Male,4
G-13,2243,SoH,Huiqin,Female,4.15
G-13,1616,CoE,Hussain Bin Mohd,Male,3.92
G-13,1422,CEE,Jackie Robinson,Male,4.11
G-13,484,SoH,Jia Li,Male,3.86
G-13,4909,SBS,Kaori Nakajima,Female,4.18
G-13,619,NIE,Kieran Kim,Male,3.9
G-13,537,EEE,Kiran Patel,Female,3.87
G-13,5998,EEE,Leila Shah,Female,3.94
G-13,5722,CEE,Lila Reed,Female,4.14
G-13,4256,CCDS,Ling Zhang,Female,4.08
G-13,5952,SoH,Lola Wong,Female,4.11
G-13,4676,CCDS,Lucas Peterson,Male,4.15
G-13,4211,EEE,Lydia Patterson,Female,3.94
G-13,3467,CoB (NBS),Meena Iyer,Female,4.19
G-13,4534,SBS,Meiling,Female,4.25
G-13,1527,NIE,Nina Tan,Female,4.05
G-13,1840,CCDS,Nora Bell,Female,4.26
G-13,5517,SSS,Olivia Allen,Female,4.12
G-13,1501,NIE,Paul Kim,Male,4.04
G-13,5847,CEE,Qori Amalia,Female,4.15
G-13,2704,EEE,Rahul Joshi,Male,3.88
G-13,3689,CCDS,Ruiwen,Female,3.95
G-13,378,SSS,Ryan Edwards,Male,4.06
G-13,5161,EEE,Shun Takahashi,Male,4.12
G-13,3476,SSS,Su Ling,Female,4
G-13,5398,MAE,Svetlana Egorova,Female,3.87
G-13,3935,SSS,Tasneem Javed,Female,4.2
G-13,2452,CCDS,Vivek Sethi,Male,4.11
G-13,4076,EEE,Wahyu Prabowo,Male,3.95
G-13,4840,SPMS,Wenkai,Male,4
G-13,2142,CoB (NBS),Wyatt Ward,Male,4.17
G-13,2068,EEE,Yara Ross,Female,4.06
G-13,2260,CCEB,Yun Li,Female,3.97
G-13,4911,SoH,Zara Ho,Female,4.05
G-13,1047,CCDS,Zara Wang,Female,4.04
G-14,5338,CCEB,Aiko Kimura,Female,4.25
G-14,3301,MSE,Anita Clarke,Female,4.1
G-14,3127,CCDS,Ashraff Bin Mohd,Male,4.05
G-14,1788,NIE,Brendan James,Male,4.2
G-14,2880,SSS,Carmen Lee,Female,3.96
G-14,1747,ADM,Chandra Widyanto,Male,4.52
G-14,2014,SSS,Chloe Ng,Female,4.21
G-14,290,MAE,Diana Kwan,Female,4.09
G-14,2563,ASE,Dylan Adams,Male,3.87
G-14,5711,SPMS,Eko Prasetyo,Male,3.8
G-14,4775,CoB (NBS),Emily Harris,Female,4.15
G-14,1425,SSS,Fatimah Rahman,Female,4.14
G-14,1407,CoB (NBS),Freddie Wong,Male,4.08
G-14,1698,CCEB,Hana Yamamoto,Female,4.14
G-14,259,CCEB,Hao Xiang Tan,Male,4.05
G-14,2714,SPMS,Henry King,Male,4.04
G-14,1416,NIE,Henry Morales,Male,4.02
G-14,666,CEE,Hugo Huang,Male,4.02
G-14,664,SSS,Hui Yao Tan,Female,4.1
G-14,4329,CCEB,Jenna Wong,Female,4.12
G-14,839,NIE,Jing Yi,Female,3.89
G-14,128,LKCMedicine,Kai Wong,Male,3.96
G-14,5152,CEE,Liang Hong,Male,4.05
G-14,2319,SSS,Linda Wong,Female,4.11
G-14,5443,CCDS,Madiha Qureshi,Female,4.1
G-14,3424,EEE,Min-Jae Park,Male,4.14
G-14,3423,CoB (NBS),Quinn Dela Cruz,Female,4.01
G-14,2,CCEB,Rabia Noor,Female,4.02
G-14,2710,ASE,Riley Kim,Male,4.2
G-14,5004,ADM,Riya Yadav,Female,4.03
G-14,5118,CoE,Rizal Ramadhan,Male,3.92
G-14,5683,EEE,Samuel Morgan,Male,4.15
G-14,806,SPMS,Samuel Torres,Male,3.9
G-14,1117,ASE,Sanjana Mehta,Female,4.08
G-14,1491,CoB (NBS),Shahid Malik,Male,3.9
G-14,5400,SBS,Shamita Rani,Female,4.04
G-14,3609,CoB (NBS),Sharifah Ali,Female,3.8
G-14,3334,SSS,Siti Aisyah,Female,3.9
G-14,5071,CEE,Sophie Liao,Female,4.25
G-14,677,SBS,Stella Green,Female,4.11
G-14,2590,SPMS,Steve Lau,Male,4.01
G-14,2074,NIE,Talia Chang,Female,4.18
G-14,5173,CoB (NBS),Tian Wang,Male,4.3
G-14,2070,CCDS,Veera Kumar,Female,4.02
G-14,110,MAE,Winston Yang,Male,4.12
G-14,1165,EEE,Xander Wong,Male,4.1
G-14,3722,CCDS,Xyla Cruz,Female,4.14
G-14,1324,CoE,Yusuf Bin Sulaiman,Male,4.22
G-14,3114,EEE,Yvonne Ko,Female,4.14
G-14,1464,CoE,Zhou Min,Male,4.15
G-15,4262,CEE,Aaron Taylor,Male,4.15
G-15,2815,CoB (NBS),Aditi Bhat,Male,4.11
G-15,1897,EEE,Andrew Clark,Male,4.08
G-15,2910,CCDS,Azhar Khan,Male,3.87
G-15,577,MSE,Beckett Lee,Male,4.05
G-15,4920,CoB (NBS),Brendan James,Male,4.15
G-15,4090,ASE,Caleb Hughes,Male,4.13
G-15,2367,SoH,Deepika Singh,Female,4.14
G-15,894,NIE,Derek Tan,Male,4.3
G-15,219,MAE,Dominic Yang,Male,4
G-15,3089,CCDS,Felicity Morgan,Female,4.01
G-15,3968,MAE,Hani Susanti,Female,4.15
G-15,3369,CEE,Haroon Qureshi,Male,4.19
G-15,450,MAE,Hassan Bin Yusof,Male,4.01
G-15,5181,CCDS,Isaac Tan,Male,3.92
G-15,3380,CCEB,Isabella Wilson,Female,4.03
G-15,3072,LKCMedicine,Isha Tan,Female,4.03
G-15,1181,EEE,Jayden Lee,Male,4.08
G-15,1806,CCDS,Leo Cooper,Male,4.17
G-15,54,CCDS,Levi Price,Male,4.02
G-15,5501,SSS,Lily Ng,Female,3.93
G-15,5276,MSE,Meenakshi Iyer,Female,4.06
G-15,4265,CCEB,Mira Sulaiman,Female,3.91
G-15,5948,MSE,Neelam Patel,Female,4.03
G-15,1350,SSS,Nguyen Thi Thuy,Female,4.13
G-15,1506,EEE,Noor Rani,Female,3.91
G-15,1411,EEE,Rory Hughes,Male,4.09
G-15,3621,SSS,Saki Watanabe,Female,4.15
G-15,1034,CoB (NBS),Samantha Wu,Female,4.01
G-15,5728,CoB (NBS),Sania Noor,Female,3.88
G-15,968,CoB (NBS),Seng Wei Lim,Male,4
G-15,4835,EEE,Shaima Binti Rahman,Female,4
G-15,1102,CCDS,Shanaz Iqbal,Female,4.12
G-15,299,CoB (NBS),Siddharth Iyer,Male,4.22
G-15,5141,SPMS,Soniya Malik,Female,4.03
G-15,317,CCDS,Soren Wu,Male,4.02
G-15,4856,EEE,Sung-Min Yoo,Male,4.13
G-15,1151,CCDS,Truong Van Hoang,Male,4.21
G-15,3352,CEE,Tyler Johnson,Male,4.2
G-15,898,ASE,Victoria Wang,Female,4.14
G-15,1315,CEE,Warner Ng,Male,4.1
G-15,642,MAE,Wu Bin,Male,4.06
G-15,1569,SSS,Xiangqi,Male,4.01
G-15,1626,CoB (NBS),Yun Zhang,Male,4.09
G-15,4908,MAE,Zachary Garcia,Male,3.91
G-15,4782,CCDS,Zachary Walker,Male,4.01
G-15,4561,CCDS,Zahra Khan,Female,3.95
G-15,2524,SPMS,Zhao Li,Male,4.2
G-15,2045,CCEB,Zoe Lim,Female,3.89
G-15,4868,SoH,Zoe Lin,Female,4
G-16,1175,CCEB,Aishwarya Nair,Female,3.9
G-16,3975,EEE,Albert Yip,Male,4.05
G-16,5922,SBS,Ami Mori,Female,4.03
G-16,5508,SBS,Anita Patel,Female,4.2
G-16,3995,EEE,Caleb Yang,Male,3.89
G-16,3361,CoB (NBS),Chen Wang,Male,4.02
G-16,5429,CCEB,Chloe Green,Female,4.14
G-16,5380,CoB (NBS),Derek Bautista,Male,4.14
G-16,3018,MAE,Derek Hill,Male,4.09
G-16,5365,EEE,Durga Sharma,Female,4.14
G-16,4806,CoB (NBS),Dylan Lewis,Male,4.15
G-16,3868,SSS,Eva Cooper,Female,4.05
G-16,189,MAE,Geeta Reddy,Female,4.1
G-16,2569,MAE,Henry Cheung,Male,4.11
G-16,5183,LKCMedicine,Hiroshi Yamashita,Male,3.94
G-16,4871,WKW SCI,Ivan Wong,Male,4.08
G-16,4058,SoH,Jane Lee,Female,4.17
G-16,1300,SoH,Jeremiah Santos,Male,4
G-16,302,CCDS,Kathy Yip,Female,4.19
G-16,1111,CCDS,Khalid Malik,Male,4.04
G-16,4148,CEE,Liam Hughes,Male,4.15
G-16,673,CoB (NBS),Liam Reddy,Male,4.22
G-16,1949,EEE,Lihua,Female,4.2
G-16,100,CCEB,Lydia Chen,Female,4
G-16,4195,EEE,Lydia Yip,Female,4.48
G-16,4365,SBS,Mabel Turner,Female,4.12
G-16,2030,ASE,Maya Alexander,Female,4.1
G-16,3703,SSS,Maya Tan,Female,4.12
G-16,522,SSS,Mia Clark,Female,4.03
G-16,3264,SSS,Naina Mehta,Female,4.02
G-16,4212,CCEB,Nazia Nadeem,Female,4
G-16,4469,SoH,Nitin Kumar,Male,3.85
G-16,1560,CoB (NBS),Noor Jahan,Female,3.95
G-16,1480,CoB (NBS),Ritika Singh,Female,4.01
G-16,3090,WKW SCI,Samara Chang,Female,4.2
G-16,533,EEE,Sanjana Gupta,Female,4.14
G-16,80,CCEB,Shu Fang,Female,4.1
G-16,5520,ADM,Shuqi,Male,4.2
G-16,3791,SBS,Soo-Min Park,Female,4.03
G-16,2307,MAE,Sophia Davis,Female,3.88
G-16,5902,CEE,Sylvia Tan,Female,4.1
G-16,4750,ASE,Tristan Lim,Male,4.1
G-16,2050,SPMS,Tyson Scott,Male,4.06
G-16,3046,MAE,Ursula Cruz,Female,4.01
G-16,4673,SBS,Usman Iqbal,Male,4.02
G-16,5691,CCDS,Wei Jie,Male,4.06
G-16,471,CoB (NBS),Wesley Villanueva,Male,3.89
G-16,2087,MAE,William Li,Male,4.2
G-16,1344,CEE,Xiuqin,Male,4.15
G-16,5277,MAE,Zhen Li,Male,4.01
G-17,4215,MAE,Aaron Lee,Male,4.52
G-17,411,SoH,Aleksei Koval,Female,3.9
G-17,1652,CCEB,Angela Zhang,Female,4.08
G-17,2321,MAE,Anil Mehta,Male,4.01
G-17,2914,CoB (NBS),Anya Mohd,Female,4.12
G-17,5204,SBS,Diyana Binti Kamar,Female,4.1
G-17,4886,MAE,Edison Raka,Male,4.2
G-17,949,LKCMedicine,Evan Thomas,Male,4.09
G-17,4231,ASE,Geeta Kaur,Female,4.18
G-17,1914,EEE,George Wilson,Male,4.15
G-17,4910,EEE,Gwen Lee,Female,4.18
G-17,3818,SoH,Harrison Mendoza,Male,3.9
G-17,3792,SBS,Huifen,Female,4
G-17,2101,ASE,James Tan,Male,4.06
G-17,2810,EEE,Janet Wong,Female,3.96
G-17,520,SPMS,Jia Ming,Male,4.17
G-17,5707,CoE,Jin Ho,Male,4.12
G-17,1903,MAE,Joshua Thomas,Male,4.05
G-17,3521,MAE,Kenny Lim,Male,4.16
G-17,3097,EEE,Kenta Takahashi,Male,4.17
G-17,4292,MSE,Manish Joshi,Male,4.19
G-17,1872,SSS,Maya Binti Azman,Female,4.05
G-17,5875,CCDS,Maya Johnson,Female,4.14
G-17,5495,CCDS,Meher Awan,Female,4.09
G-17,5609,SPMS,Minh Dao,Male,4.27
G-17,5325,CoE,Mohammed Ali,Male,4.11
G-17,166,MAE,Nash Reddy,Male,4.08
G-17,1851,SSS,Nicolette Cruz,Female,4.04
G-17,2037,CoB (NBS),Peiyu,Female,3.9
G-17,993,CEE,Reza Khan,Male,4.02
G-17,5607,CCEB,Ritika Ali,Female,4.18
G-17,2887,CoE,Rohan Kumar,Male,4.3
G-17,638,LKCMedicine,Rui Jin Tan,Male,4.05
G-17,4505,MAE,Sadia Bukhari,Female,3.91
G-17,5557,CCDS,Sana Johar,Female,4.02
G-17,4585,CoB (NBS),Scarlett Tan,Female,4.12
G-17,3434,CCEB,Siti Amani,Female,4.06
G-17,4801,SSS,Sofia Lee,Female,4.02
G-17,3243,SSS,Tina Lim,Female,4.01
G-17,5815,CCDS,Toshiro Takashima,Male,3.9
G-17,3316,SSS,Uriah Ramos,Male,4.22
G-17,322,SSS,Vinay Nair,Male,4.1
G-17,5523,EEE,Violet Zhou,Female,4.04
G-17,1982,SPMS,Wang Feng,Male,3.87
G-17,1781,CEE,Wawan Kurniawan,Male,4.15
G-17,3303,SPMS,Xiao Yu,Male,4.1
G-17,3780,CoB (NBS),Yuna Tan,Female,3.89
G-17,1812,CoB (NBS),Zain Ali,Female,4.11
G-17,4930,SBS,Zara Mitchell,Female,4.09
G-17,2138,MAE,Zulaikha Binti Mohd,Female,4.25
G-18,1507,EEE,Adrian Lim,Male,4.01
G-18,5268,SSS,Amina Tariq,Female,4
G-18,5356,SPMS,Arjun Rao,Male,4.14
G-18,4921,SBS,Athena Zhao,Female,4.17
G-18,4647,SBS,Ayushi Gupta,Female,4.01
G-18,262,CCDS,Bilal Ahmed,Male,4.19
G-18,3056,EEE,Brayden Hall,Male,4.04
G-18,2214,CoB (NBS),Chloe Chen,Female,4.1
G-18,37,MSE,Citra Amara,Female,3.9
G-18,4383,WKW SCI,Derek White,Male,3.87
G-18,3847,MAE,Dylan Parker,Male,4.14
G-18,2076,MAE,Ella Villanueva,Female,4.18
G-18,4537,ADM,Fang Ling,Female,4.22
G-18,5185,MAE,Fang Mei,Female,3.97
G-18,4264,CoE,Hao Liang Lim,Male,3.85
G-18,2266,SPMS,Harlan Perdana,Male,4
G-18,4549,CCDS,Isabella Lee,Female,3.9
G-18,2066,EEE,Jackson Clark,Male,4.13
G-18,1132,WKW SCI,Jawad Khan,Male,4.14
G-18,3288,CCEB,Jonathan Sun,Male,4.15
G-18,1775,CoE,Kelly Tsang,Male,4.04
G-18,5751,SSS,Kinsley Tsai,Female,4.12
G-18,1983,MSE,Layla Harris,Female,4.17
G-18,4143,SSS,Lila Tan,Female,4.1
G-18,4259,ASE,Liu Wei,Female,4.02
G-18,1269,SoH,Luca Wong,Male,4.01
G-18,3688,SoH,Lucas Wright,Male,3.9
G-18,907,EEE,Maya Rani,Female,4.18
G-18,4003,CoB (NBS),Megan Lim,Female,4.07
G-18,851,CoB (NBS),Min Li,Female,4.18
G-18,1301,MAE,Mira Binti Yusof,Female,3.9
G-18,4155,CoB (NBS),Mohan Rao,Male,4.15
G-18,205,SPMS,Pandu Setiawan,Male,4.2
G-18,5566,CoB (NBS),Paxton Ross,Male,4.12
G-18,2736,CoB (NBS),Rita Sharma,Female,3.89
G-18,1227,CoB (NBS),Samantha Tan,Female,4.14
G-18,5826,CCEB,Sana Reddy,Female,4.2
G-18,5297,CoB (NBS),Shahida Khan,Female,4.1
G-18,5919,CCDS,Shan Binti,Female,4.14
G-18,4244,ASE,Shreya Das,Female,4.05
G-18,4751,CEE,Shuang,Female,3.9
G-18,589,SSS,Sophia Thomas,Female,4.17
G-18,79,CoB (NBS),Suhana Rao,Female,4.02
G-18,5505,MSE,Tessa Lee,Female,4.16
G-18,3255,CCEB,Tyler Garcia,Male,3.92
G-18,4422,MAE,Uday Singh,Male,4.12
G-18,877,MAE,Xiu Zhang,Female,4.15
G-18,3253,SBS,Yasmin Lee,Female,4.05
G-18,3260,CCEB,Yuying Wang,Female,4.09
G-18,1277,SSS,Zara Lim,Female,4.15
G-19,5668,CEE,Aarav Reddy,Male,4.15
G-19,4684,EEE,Alyssa Ramirez,Female,4
G-19,4341,CoE,Amite Agarwal,Male,4.03
G-19,1874,MAE,An Nguyen,Male,3.88
G-19,465,CoE,Ananya Kaul,Female,4.18
G-19,2812,CCEB,Arunachalam Devi,Female,4.01
G-19,2386,SPMS,Arvind Reddy,Male,4.08
G-19,1761,CoB (NBS),Ava Wilson,Female,4.1
G-19,1229,NIE,Chen Bo,Male,4.03
G-19,5255,SBS,Chen Yu,Male,3.94
G-19,966,CoB (NBS),Christopher Morris,Male,4.15
G-19,2490,CoE,Chunxiu,Female,4.05
G-19,3120,CoB (NBS),Ella Mitchell,Female,4.12
G-19,3375,CoB (NBS),Emily White,Female,4.18
G-19,5163,SPMS,Gabriel Scott,Male,4.1
G-19,3510,LKCMedicine,Gavin Zhao,Male,4.01
G-19,5773,ASE,Imran Waseem,Male,4.17
G-19,5064,CoB (NBS),Jaxon White,Male,4.03
G-19,3314,CoB (NBS),Jessica Martinez,Female,4.11
G-19,1686,MAE,Kendrick Scott,Male,3.89
G-19,880,NIE,Lance Alvarado,Male,4.16
G-19,3993,CCDS,Lucas Green,Male,4.18
G-19,3430,EEE,Mason Wilson,Male,4.07
G-19,506,CCDS,Matthew Clark,Male,3.9
G-19,1632,SBS,Matthew Lee,Male,4.08
G-19,4511,SSS,Mi-Sook Kim,Female,3.85
G-19,671,ADM,Miyuki Watanabe,Female,4.01
G-19,4669,SSS,Nguyen Thi Lan,Female,4.19
G-19,320,CoB (NBS),Nikhil Reddy,Male,4.01
G-19,4504,SBS,Nina Desai,Female,4.19
G-19,3632,CCDS,Nina Hu,Female,4.14
G-19,4156,EEE,Olivia Fernandez,Female,4.25
G-19,510,EEE,Owais Khan,Male,4.09
G-19,5946,SoH,Ping Zhang,Female,4.11
G-19,4786,MAE,Priti Mehta,Female,4.02
G-19,5227,LKCMedicine,Qi Zhang,Female,4.02
G-19,4380,CCDS,Qianwen,Female,4.05
G-19,1520,MSE,Rohan Gupta,Male,4.11
G-19,1895,CEE,Rohan Shah,Male,4
G-19,4229,EEE,Samuel Lee,Male,4.14
G-19,3889,SSS,Sasha Tan,Female,4.2
G-19,2504,EEE,Shanaya Tan,Female,4.06
G-19,5635,EEE,Sneha Joshi,Female,4.03
G-19,1169,CoB (NBS),Sushmita Roy,Female,4.12
G-19,5769,SSS,Tristan Castillo,Male,4.14
G-19,1200,MAE,Vanya Nair,Female,4.12
G-19,3574,SSS,Violeta Ong,Female,4
G-19,49,CCDS,Whitney Alvarado,Female,4.18
G-19,1829,CoE,Zachary Li,Male,4.05
G-19,3177,CoB (NBS),Zhou Rui,Male,4.03
G-2,1765,CCDS,Aadhya Sharma,Female,4.01
G-2,5802,CEE,Addison Chen,Female,4.03
G-2,764,CEE,Ahmad Ramlie,Male,4.02
G-2,4006,CEE,Ali Abubakar,Male,4.12
G-2,321,SoH,Anya Chua,Female,4.01
G-2,460,CCDS,Brianna Johnson,Female,4.1
G-2,2788,MSE,Carter Moore,Male,4.17
G-2,5750,WKW SCI,Chunhua,Female,3.9
G-2,3026,NIE,David Ho,Male,4
G-2,3501,SoH,Derek Adams,Male,4.05
G-2,3527,WKW SCI,Eli Walker,Male,4.19
G-2,4851,SSS,Fatima Rani,Female,4.09
G-2,5996,MAE,Fatima Yusof,Female,4.19
G-2,3926,EEE,Gisela Tan,Female,4.19
G-2,4738,SSS,Hanafi Bin Mohd,Female,4.05
G-2,3523,WKW SCI,Haroon Ali,Male,3.95
G-2,586,EEE,Isaiah Turner,Male,4.18
G-2,3533,CEE,Izzat Bin Ibrahim,Male,4.15
G-2,2473,SPMS,Jasper Lim,Male,4.12
G-2,4453,SSS,Jesse Bennett,Male,4.03
G-2,5103,CCDS,Ki-Hoon Kim,Male,4.03
G-2,229,CoB (NBS),Lana Turner,Female,4.17
G-2,1726,CCEB,Lara Li,Female,4.2
G-2,2052,EEE,Layla Collins,Female,4.05
G-2,2547,CCDS,Lila Zhao,Female,4.01
G-2,5371,SBS,Lina Binti Ali,Female,4.19
G-2,2712,SBS,Mei Zhao,Female,4.12
G-2,1814,CCEB,Mingjing,Female,4.05
G-2,5080,CoB (NBS),Mira Lin,Female,4.15
G-2,3636,CCEB,Nadia Iqbal,Female,4.16
G-2,4392,EEE,Nathaniel Adams,Male,4.2
G-2,4123,NIE,Nguyen Thi Phuong,Female,4.03
G-2,5226,CCEB,Patricia Wong,Female,4.18
G-2,3212,CoB (NBS),Priya Gupta,Female,4.07
G-2,5073,SoH,Quinn Lee,Male,4.01
G-2,1428,MAE,Selena Tan,Female,4.17
G-2,3615,MSE,Shalini Pillai,Female,4.22
G-2,4558,MAE,Shirley Tan,Female,4.06
G-2,3611,CCDS,Sofia Chandra,Female,4.22
G-2,1455,ADM,Sophia Koh,Female,4.15
G-2,1965,SBS,Stella Bryant,Female,3.88
G-2,3568,ASE,Tanya Sharma,Female,4.03
G-2,4624,EEE,Tina Tan,Female,4.03
G-2,248,SSS,Winston Villanueva,Male,4.03
G-2,4759,CCEB,Xiu Li,Female,4.03
G-2,2611,CoB (NBS),Yang Zhang,Male,4.07
G-2,3882,CCEB,Yoshiko Mori,Female,4.03
G-2,1130,CCDS,Yuri Chekhov,Male,4.03
G-2,5994,MSE,Zain Qureshi,Female,4.11
G-2,1877,CCDS,Zhengrong,Male,4.2
G-20,3428,MAE,Abigail White,Female,4.11
G-20,2579,SPMS,Alice Liu,Female,4.22
G-20,130,CoB (NBS),Ayush Desai,Male,4.01
G-20,3991,SoH,Bella Torres,Female,4.1
G-20,5201,CoB (NBS),Cameron Hall,Male,4.02
G-20,5720,CoE,Emily Baker,Female,4.2
G-20,5182,CoB (NBS),Emily Hill,Female,4.04
G-20,5653,SPMS,Gaurav Dutta,Male,4.18
